LineId,Content,EventId,EventTemplate,ContentWithHeader,EventTemplateWithHeader
93,"Executing with tokens: [Kind: HDFS_DELEGATION_TOKEN, Service: ha-hdfs:cuhkcluster, Ident: (token for team7: HDFS_DELEGATION_TOKEN owner=team7@BIGDATA, renewer=yarn, realUser=, issueDate=1668938139140, maxDate=1669542939140, sequenceNumber=8531685, masterKeyId=1042), Kind: kms-dt, Service: 10.26.10.201:9292, Ident: (kms-dt owner=team7, renewer=yarn, realUser=, issueDate=1668938139216, maxDate=1669542939216, sequenceNumber=78283, masterKeyId=653)]",s27,"Executing with tokens: [Kind: <*> Service: <*> Ident: (token for team7: <*> owner=<*>, renewer=<*>, realUser=<*>, issueDate=<*>, maxDate=<*>, sequenceNumber=<*>, masterKeyId=<*>), Kind: kms-dt, Service: <*> Ident: (kms-dt owner=<*>, renewer=<*>, realUser=<*>, issueDate=<*>, maxDate=<*>, sequenceNumber=<*>, masterKeyId=<*>)]","22/11/20 17:52:11 INFO mapreduce.JobSubmitter: Executing with tokens: [Kind: HDFS_DELEGATION_TOKEN, Service: ha-hdfs:cuhkcluster, Ident: (token for team7: HDFS_DELEGATION_TOKEN owner=team7@BIGDATA, renewer=yarn, realUser=, issueDate=1668938139140, maxDate=1669542939140, sequenceNumber=8531685, masterKeyId=1042), Kind: kms-dt, Service: 10.26.10.201:9292, Ident: (kms-dt owner=team7, renewer=yarn, realUser=, issueDate=1668938139216, maxDate=1669542939216, sequenceNumber=78283, masterKeyId=653)]","<*> INFO <*>: Executing with tokens: [Kind: <*> Service: <*> Ident: (token for team7: <*> owner=<*>, renewer=<*>, realUser=<*>, issueDate=<*>, maxDate=<*>, sequenceNumber=<*>, masterKeyId=<*>), Kind: kms-dt, Service: <*> Ident: (kms-dt owner=<*>, renewer=<*>, realUser=<*>, issueDate=<*>, maxDate=<*>, sequenceNumber=<*>, masterKeyId=<*>)]"
94,found resource resource-types.xml at file:/usr/hdp/3.0.1.0-187/hadoop/etc/hadoop/resource-types.xml,s28,found resource <*> at <*>,22/11/20 17:52:11 INFO conf.Configuration: found resource resource-types.xml at file:/usr/hdp/3.0.1.0-187/hadoop/etc/hadoop/resource-types.xml,<*> INFO <*>: found resource <*> at <*>
95,Timeline service address: manager.cuhk.com:8188,s29,Timeline service address: <*>,22/11/20 17:52:11 INFO impl.TimelineClientImpl: Timeline service address: manager.cuhk.com:8188,<*> INFO <*>: Timeline service address: <*>
96,Submitted application application_1668496639954_6829,s30,Submitted application <*>,22/11/20 17:52:12 INFO impl.YarnClientImpl: Submitted application application_1668496639954_6829,<*> INFO <*>: Submitted application <*>
97,The url to track the job: http://master1.cuhk.com:8088/proxy/application_1668496639954_6829/,s31,The url to track the job: <*>,22/11/20 17:52:12 INFO mapreduce.Job: The url to track the job: http://master1.cuhk.com:8088/proxy/application_1668496639954_6829/,<*> INFO <*>: The url to track the job: <*>
98,Running job: job_1668496639954_6829,s32,Running job: <*>,22/11/20 17:52:12 INFO mapreduce.Job: Running job: job_1668496639954_6829,<*> INFO <*>: Running job: <*>
99,Job job_1668496639954_6829 running in uber mode : false,s33,Job <*> running in uber mode : <*>,22/11/20 17:52:20 INFO mapreduce.Job: Job job_1668496639954_6829 running in uber mode : false,<*> INFO <*>: Job <*> running in uber mode : <*>
100,map 0% reduce 0%,s34,map <*> reduce <*>,22/11/20 17:52:20 INFO mapreduce.Job:  map 0% reduce 0%,<*> INFO <*>: map <*> reduce <*>
101,map 100% reduce 0%,s34,map <*> reduce <*>,22/11/20 17:52:28 INFO mapreduce.Job:  map 100% reduce 0%,<*> INFO <*>: map <*> reduce <*>
102,map 100% reduce 100%,s34,map <*> reduce <*>,22/11/20 17:52:34 INFO mapreduce.Job:  map 100% reduce 100%,<*> INFO <*>: map <*> reduce <*>
103,Job job_1668496639954_6829 completed successfully,s35,Job <*> completed successfully,22/11/20 17:52:34 INFO mapreduce.Job: Job job_1668496639954_6829 completed successfully,<*> INFO <*>: Job <*> completed successfully
104,done,s90,done,22/11/20 17:52:34 INFO terasort.TeraSort: done,<*> INFO <*>: done
105,finish HadoopTerasort bench,s36,finish <*> bench,finish HadoopTerasort bench,finish <*> bench
106,mkdir: cannot create directory '/home/team7/results/terasort/tiny_1_1': File exists,s5,mkdir: cannot create directory <*>: File exists,mkdir: cannot create directory '/home/team7/results/terasort/tiny_1_1': File exists,mkdir: cannot create directory <*>: File exists
107,top: failed tty get,s50,top: failed tty get,top: failed tty get,top: failed tty get
108,Start changing mapper and reducer ...,s37,Start changing mapper and reducer ...,Start changing mapper and reducer ...,Start changing mapper and reducer ...
109,"====================Start execute hibench datasize: tiny, mapper: 1, reducer: 2 ======================",s38,====================Start execute hibench datasize: <*> mapper: <*> reducer: <*> ======================,"====================Start execute hibench datasize: tiny, mapper: 1, reducer: 2 ======================",====================Start execute hibench datasize: <*> mapper: <*> reducer: <*> ======================
110,Running terasort test ...,s39,Running <*> test ...,Running terasort test ...,Running <*> test ...
111,patching args=,s8,patching args=<*>,patching args=,patching args=<*>
112,Parsing conf: /home/team7/HiBench3/conf/hadoop.conf,s9,Parsing conf: <*>,Parsing conf: /home/team7/HiBench3/conf/hadoop.conf,patching args=<*>
113,Parsing conf: /home/team7/HiBench3/conf/hibench.conf,s9,Parsing conf: <*>,Parsing conf: /home/team7/HiBench3/conf/hibench.conf,Parsing conf: <*>
114,Parsing conf: /home/team7/HiBench3/conf/spark.conf,s9,Parsing conf: <*>,Parsing conf: /home/team7/HiBench3/conf/spark.conf,Parsing conf: <*>
115,Parsing conf: /home/team7/HiBench3/conf/workloads/micro/terasort.conf,s9,Parsing conf: <*>,Parsing conf: /home/team7/HiBench3/conf/workloads/micro/terasort.conf,Parsing conf: <*>
116,probe sleep jar: /usr/hdp/3.0.1.0-187/hadoop/../hadoop-mapreduce/hadoop-mapreduce-client-jobclient-tests.jar,s10,probe sleep jar: <*>,probe sleep jar: /usr/hdp/3.0.1.0-187/hadoop/../hadoop-mapreduce/hadoop-mapreduce-client-jobclient-tests.jar,probe sleep jar: <*>
117,start HadoopTerasort bench,s13,start <*> bench,start HadoopTerasort bench,start <*> bench
118,hdfs rm -r: /usr/hdp/3.0.1.0-187/hadoop/bin/hadoop --config /usr/hdp/3.0.1.0-187/hadoop/etc/hadoop fs -rm -r -skipTrash hdfs://cuhkcluster/dataspace/team7/HiBench/Terasort/Output,s14,hdfs rm -r: <*> --config <*> fs -rm -r -skipTrash <*>,hdfs rm -r: /usr/hdp/3.0.1.0-187/hadoop/bin/hadoop --config /usr/hdp/3.0.1.0-187/hadoop/etc/hadoop fs -rm -r -skipTrash hdfs://cuhkcluster/dataspace/team7/HiBench/Terasort/Output,hdfs rm -r: <*> --config <*> fs -rm -r -skipTrash <*>
119,Deleted hdfs://cuhkcluster/dataspace/team7/HiBench/Terasort/Output,s15,Deleted <*>,Deleted hdfs://cuhkcluster/dataspace/team7/HiBench/Terasort/Output,Deleted <*>
120,hdfs du -s: /usr/hdp/3.0.1.0-187/hadoop/bin/hadoop --config /usr/hdp/3.0.1.0-187/hadoop/etc/hadoop fs -du -s hdfs://cuhkcluster/dataspace/team7/HiBench/Terasort/Input,s40,hdfs du -s: <*> --config <*> fs -du -s <*>,hdfs du -s: /usr/hdp/3.0.1.0-187/hadoop/bin/hadoop --config /usr/hdp/3.0.1.0-187/hadoop/etc/hadoop fs -du -s hdfs://cuhkcluster/dataspace/team7/HiBench/Terasort/Input,hdfs du -s: <*> --config <*> fs -du -s <*>
121,Submit MapReduce Job: /usr/hdp/3.0.1.0-187/hadoop/bin/hadoop --config /usr/hdp/3.0.1.0-187/hadoop/etc/hadoop jar /usr/hdp/3.0.1.0-187/hadoop/../hadoop-mapreduce/hadoop-mapreduce-examples.jar terasort -D mapreduce.job.reduces=2 -D mapreduce.job.queuename=team7 hdfs://cuhkcluster/dataspace/team7/HiBench/Terasort/Input hdfs://cuhkcluster/dataspace/team7/HiBench/Terasort/Output,s85,Submit MapReduce Job: <*> --config <*> jar <*> terasort -D mapreduce.job.reduces=<*> -D mapreduce.job.queuename=<*> <*>,Submit MapReduce Job: /usr/hdp/3.0.1.0-187/hadoop/bin/hadoop --config /usr/hdp/3.0.1.0-187/hadoop/etc/hadoop jar /usr/hdp/3.0.1.0-187/hadoop/../hadoop-mapreduce/hadoop-mapreduce-examples.jar terasort -D mapreduce.job.reduces=2 -D mapreduce.job.queuename=team7 hdfs://cuhkcluster/dataspace/team7/HiBench/Terasort/Input hdfs://cuhkcluster/dataspace/team7/HiBench/Terasort/Output,Submit MapReduce Job: <*> --config <*> jar <*> terasort -D mapreduce.job.reduces=<*> -D mapreduce.job.queuename=<*> <*>
122,starting,s41,starting,22/11/20 17:52:44 INFO terasort.TeraSort: starting,<*> INFO <*>: starting
123,"Created token for team7: HDFS_DELEGATION_TOKEN owner=team7@BIGDATA, renewer=yarn, realUser=, issueDate=1668938174868, maxDate=1669542974868, sequenceNumber=8531692, masterKeyId=1042 on ha-hdfs:cuhkcluster",s18,"Created token for <*>: <*> owner=<*>, renewer=<*>, realUser=<*>, issueDate=<*>, maxDate=<*>, sequenceNumber=<*>, masterKeyId=<*> on <*>","22/11/20 17:52:45 INFO hdfs.DFSClient: Created token for team7: HDFS_DELEGATION_TOKEN owner=team7@BIGDATA, renewer=yarn, realUser=, issueDate=1668938174868, maxDate=1669542974868, sequenceNumber=8531692, masterKeyId=1042 on ha-hdfs:cuhkcluster","<*> INFO <*>: Created token for <*>: <*> owner=<*>, renewer=<*>, realUser=<*>, issueDate=<*>, maxDate=<*>, sequenceNumber=<*>, masterKeyId=<*> on <*>"
124,"Getting new token from http://manager.cuhk.com:9292/kms/v1/, renewer:rm/master1.cuhk.com@BIGDATA",s19,Getting new token from <*> renewer:<*>,"22/11/20 17:52:45 INFO kms.KMSClientProvider: Getting new token from http://manager.cuhk.com:9292/kms/v1/, renewer:rm/master1.cuhk.com@BIGDATA",<*> INFO <*>: Getting new token from <*> renewer:<*>
125,"New token received: (Kind: kms-dt, Service: 10.26.10.201:9292, Ident: (kms-dt owner=team7, renewer=yarn, realUser=, issueDate=1668938174954, maxDate=1669542974954, sequenceNumber=78286, masterKeyId=653))",s21,"New token received: (Kind: <*> Service: <*> Ident: (kms-dt owner=<*>, renewer=<*>, realUser=<*>, issueDate=<*>, maxDate=<*>, sequenceNumber=<*>, masterKeyId=<*>))","22/11/20 17:52:46 INFO kms.KMSClientProvider: New token received: (Kind: kms-dt, Service: 10.26.10.201:9292, Ident: (kms-dt owner=team7, renewer=yarn, realUser=, issueDate=1668938174954, maxDate=1669542974954, sequenceNumber=78286, masterKeyId=653))","<*> INFO <*>: New token received: (Kind: <*> Service: <*> Ident: (kms-dt owner=<*>, renewer=<*>, realUser=<*>, issueDate=<*>, maxDate=<*>, sequenceNumber=<*>, masterKeyId=<*>))"
126,"Got dt for hdfs://cuhkcluster; Kind: HDFS_DELEGATION_TOKEN, Service: ha-hdfs:cuhkcluster, Ident: (token for team7: HDFS_DELEGATION_TOKEN owner=team7@BIGDATA, renewer=yarn, realUser=, issueDate=1668938174868, maxDate=1669542974868, sequenceNumber=8531692, masterKeyId=1042)",s89,"Got dt for <*>; Kind: <*> Service: <*> Ident: (token for team7: <*> owner=<*>, renewer=<*>, realUser=<*>, issueDate=<*>, maxDate=<*>, sequenceNumber=<*>, masterKeyId=<*>)","22/11/20 17:52:46 INFO security.TokenCache: Got dt for hdfs://cuhkcluster; Kind: HDFS_DELEGATION_TOKEN, Service: ha-hdfs:cuhkcluster, Ident: (token for team7: HDFS_DELEGATION_TOKEN owner=team7@BIGDATA, renewer=yarn, realUser=, issueDate=1668938174868, maxDate=1669542974868, sequenceNumber=8531692, masterKeyId=1042)","<*> INFO <*>: Got dt for <*>; Kind: <*> Service: <*> Ident: (token for team7: <*> owner=<*>, renewer=<*>, realUser=<*>, issueDate=<*>, maxDate=<*>, sequenceNumber=<*>, masterKeyId=<*>)"
127,"Got dt for hdfs://cuhkcluster; Kind: kms-dt, Service: 10.26.10.201:9292, Ident: (kms-dt owner=team7, renewer=yarn, realUser=, issueDate=1668938174954, maxDate=1669542974954, sequenceNumber=78286, masterKeyId=653)",s22,"Got dt for <*>; Kind: <*> Service: <*> Ident: (<*> owner=<*>, renewer=<*>, realUser=<*>, issueDate=<*>, maxDate=<*>, sequenceNumber=<*>, masterKeyId=<*>)","22/11/20 17:52:46 INFO security.TokenCache: Got dt for hdfs://cuhkcluster; Kind: kms-dt, Service: 10.26.10.201:9292, Ident: (kms-dt owner=team7, renewer=yarn, realUser=, issueDate=1668938174954, maxDate=1669542974954, sequenceNumber=78286, masterKeyId=653)","<*> INFO <*>: Got dt for <*>; Kind: <*> Service: <*> Ident: (<*> owner=<*>, renewer=<*>, realUser=<*>, issueDate=<*>, maxDate=<*>, sequenceNumber=<*>, masterKeyId=<*>)"
128,Total input files to process : 3,s17,Total input files to process : <*>,22/11/20 17:52:46 INFO input.FileInputFormat: Total input files to process : 3,<*> INFO <*>: Total input files to process : <*>
129,Spent 528ms computing base-splits.,s43,Spent <*> computing base-splits.,Spent 528ms computing base-splits.,Spent <*> computing base-splits.
130,Spent 1ms computing TeraScheduler splits.,s44,Spent <*> computing TeraScheduler splits.,Spent 1ms computing TeraScheduler splits.,Spent <*> computing TeraScheduler splits.
131,Computing input splits took 529ms,s45,Computing input splits took <*>,Computing input splits took 529ms,Computing input splits took <*>
132,Sampling 3 splits of 3,s46,Sampling <*> splits of <*>,Sampling 3 splits of 3,Sampling <*> splits of <*>
133,Making 2 from 99999 sampled records,s47,Making <*> from <*> sampled records,Making 2 from 99999 sampled records,Making <*> from <*> sampled records
134,Computing parititions took 340ms,s48,Computing parititions took <*>,Computing parititions took 340ms,Computing parititions took <*>
135,Spent 872ms computing partitions.,s49,Spent <*> computing partitions.,Spent 872ms computing partitions.,Spent <*> computing partitions.
136,Connecting to Application History server at manager.cuhk.com/10.26.10.201:10200,s17,Connecting to Application History server at <*>,22/11/20 17:52:46 INFO client.AHSProxy: Connecting to Application History server at manager.cuhk.com/10.26.10.201:10200,<*> INFO <*>: Connecting to Application History server at <*>
137,Disabling Erasure Coding for path: /user/team7/.staging/job_1668496639954_6832,s23,Disabling Erasure Coding for path: <*>,22/11/20 17:52:46 INFO mapreduce.JobResourceUploader: Disabling Erasure Coding for path: /user/team7/.staging/job_1668496639954_6832,<*> INFO <*>: Disabling Erasure Coding for path: <*>
138,number of splits:3,s25,number of splits:<*>,22/11/20 17:52:46 INFO mapreduce.JobSubmitter: number of splits:3,<*> INFO <*>: number of splits:<*>
139,Submitting tokens for job: job_1668496639954_6832,s26,Submitting tokens for job: <*>,22/11/20 17:52:47 INFO mapreduce.JobSubmitter: Submitting tokens for job: job_1668496639954_6832,<*> INFO <*>: Submitting tokens for job: <*>
140,"Executing with tokens: [Kind: HDFS_DELEGATION_TOKEN, Service: ha-hdfs:cuhkcluster, Ident: (token for team7: HDFS_DELEGATION_TOKEN owner=team7@BIGDATA, renewer=yarn, realUser=, issueDate=1668938174868, maxDate=1669542974868, sequenceNumber=8531692, masterKeyId=1042), Kind: kms-dt, Service: 10.26.10.201:9292, Ident: (kms-dt owner=team7, renewer=yarn, realUser=, issueDate=1668938174954, maxDate=1669542974954, sequenceNumber=78286, masterKeyId=653)]",s27,"Executing with tokens: [Kind: <*> Service: <*> Ident: (token for team7: <*> owner=<*>, renewer=<*>, realUser=<*>, issueDate=<*>, maxDate=<*>, sequenceNumber=<*>, masterKeyId=<*>), Kind: kms-dt, Service: <*> Ident: (kms-dt owner=<*>, renewer=<*>, realUser=<*>, issueDate=<*>, maxDate=<*>, sequenceNumber=<*>, masterKeyId=<*>)]","22/11/20 17:52:47 INFO mapreduce.JobSubmitter: Executing with tokens: [Kind: HDFS_DELEGATION_TOKEN, Service: ha-hdfs:cuhkcluster, Ident: (token for team7: HDFS_DELEGATION_TOKEN owner=team7@BIGDATA, renewer=yarn, realUser=, issueDate=1668938174868, maxDate=1669542974868, sequenceNumber=8531692, masterKeyId=1042), Kind: kms-dt, Service: 10.26.10.201:9292, Ident: (kms-dt owner=team7, renewer=yarn, realUser=, issueDate=1668938174954, maxDate=1669542974954, sequenceNumber=78286, masterKeyId=653)]","<*> INFO <*>: Executing with tokens: [Kind: <*> Service: <*> Ident: (token for team7: <*> owner=<*>, renewer=<*>, realUser=<*>, issueDate=<*>, maxDate=<*>, sequenceNumber=<*>, masterKeyId=<*>), Kind: kms-dt, Service: <*> Ident: (kms-dt owner=<*>, renewer=<*>, realUser=<*>, issueDate=<*>, maxDate=<*>, sequenceNumber=<*>, masterKeyId=<*>)]"
141,found resource resource-types.xml at file:/usr/hdp/3.0.1.0-187/hadoop/etc/hadoop/resource-types.xml,s28,found resource <*> at <*>,22/11/20 17:52:47 INFO conf.Configuration: found resource resource-types.xml at file:/usr/hdp/3.0.1.0-187/hadoop/etc/hadoop/resource-types.xml,<*> INFO <*>: found resource <*> at <*>
142,Timeline service address: manager.cuhk.com:8188,s29,Timeline service address: <*>,22/11/20 17:52:47 INFO impl.TimelineClientImpl: Timeline service address: manager.cuhk.com:8188,<*> INFO <*>: Timeline service address: <*>
143,Submitted application application_1668496639954_6832,s30,Submitted application <*>,22/11/20 17:52:47 INFO impl.YarnClientImpl: Submitted application application_1668496639954_6832,<*> INFO <*>: Submitted application <*>
144,The url to track the job: http://master1.cuhk.com:8088/proxy/application_1668496639954_6832/,s31,The url to track the job: <*>,22/11/20 17:52:47 INFO mapreduce.Job: The url to track the job: http://master1.cuhk.com:8088/proxy/application_1668496639954_6832/,<*> INFO <*>: The url to track the job: <*>
145,Running job: job_1668496639954_6832,s32,Running job: <*>,22/11/20 17:52:47 INFO mapreduce.Job: Running job: job_1668496639954_6832,<*> INFO <*>: Running job: <*>
146,Job job_1668496639954_6832 running in uber mode : false,s33,Job <*> running in uber mode : <*>,22/11/20 17:52:56 INFO mapreduce.Job: Job job_1668496639954_6832 running in uber mode : false,<*> INFO <*>: Job <*> running in uber mode : <*>
147,map 0% reduce 0%,s34,map <*> reduce <*>,22/11/20 17:52:56 INFO mapreduce.Job:  map 0% reduce 0%,<*> INFO <*>: map <*> reduce <*>
148,map 100% reduce 0%,s34,map <*> reduce <*>,22/11/20 17:53:04 INFO mapreduce.Job:  map 100% reduce 0%,<*> INFO <*>: map <*> reduce <*>
149,map 100% reduce 50%,s34,map <*> reduce <*>,22/11/20 17:53:09 INFO mapreduce.Job:  map 100% reduce 50%,<*> INFO <*>: map <*> reduce <*>
150,map 100% reduce 100%,s34,map <*> reduce <*>,22/11/20 17:53:11 INFO mapreduce.Job:  map 100% reduce 100%,<*> INFO <*>: map <*> reduce <*>
151,Job job_1668496639954_6832 completed successfully,s35,Job <*> completed successfully,22/11/20 17:53:11 INFO mapreduce.Job: Job job_1668496639954_6832 completed successfully,<*> INFO <*>: Job <*> completed successfully
152,done,s90,done,22/11/20 17:53:11 INFO terasort.TeraSort: done,<*> INFO <*>: done
153,finish HadoopTerasort bench,s36,finish <*> bench,finish HadoopTerasort bench,finish <*> bench
154,mkdir: cannot create directory '/home/team7/results/terasort/tiny_1_2': File exists,s5,mkdir: cannot create directory <*>: File exists,mkdir: cannot create directory '/home/team7/results/terasort/tiny_1_2': File exists,mkdir: cannot create directory <*>: File exists
