LineId,Content,EventId,EventTemplate
200,"response code is 400! [url=/url4533], [msg={""exceptionId"":""illegal"", ""exceptionType"":""EXCEPTION"", ""descArgs"":null, ""reasonArgs"":[""DataStore type""], ""detailArgs"":null, ""adviceArgs"":null}]",E165,"response code is <*>! [url=<*>], [msg=<*>]"
201,"sent rest request error!url is:/url4533, dataStoreName: perf-app",E366,"sent rest request error!url is:<*>, dataStoreName: <*>"
202,ent to save business and health for app : QgtM2z,E340,ent to save business and health for app : <*>
203,"isRunTimeReported:false, ops taskId:agentTaskId",E145,"isRunTimeReported:<*>, ops taskId:<*>"
204,"url detection result, opsTaskId:agentTaskId, agentId:agentId, ip:127.0.0.1",E425,"url detection result, opsTaskId:<*>, agentId:<*>, ip:<*>"
205,"url detection result, agentTaskId:agentTaskId, taskName:taskName, cloudService:service, taskId:taskid, type:PING, url:127.0.0.1, latencyTime:0.055, responseCode:null, packetLossRate:0, isTest:false",E305,"url detection result, agentTaskId:<*>, taskName:<*>, cloudService:<*>, taskId:<*>, type:<*>, url:<*>, latencyTime:<*>, responseCode:<*>, packetLossRate:<*>, isTest:<*>"
206,"url detection result, agentTaskId:agentTaskId, taskName:taskName, cloudService:service, taskId:taskid, type:PING, url:127.0.0.1, latencyTime:0.043, responseCode:null, packetLossRate:0, isTest:false",E305,"url detection result, agentTaskId:<*>, taskName:<*>, cloudService:<*>, taskId:<*>, type:<*>, url:<*>, latencyTime:<*>, responseCode:<*>, packetLossRate:<*>, isTest:<*>"
207,start to send dial data to Kafka for topic of 'Result',E434,start to send dial data to Kafka for topic of 'Result'
208,the data size of sending is 2,E399,the data size of sending is <*>
209,"delete url detection task, taskId is taskid",E59,"delete url detection task, taskId is <*>"
210,"start batchDeleteMgmtTasks, task number: 1",E351,"start batchDeleteMgmtTasks, task number: <*>"
211,alarmTasks task number:0,E343,alarmTasks task number:<*>
212,"url delecttion Task is not exist or dup, taskId is taskid",E224,"url delecttion Task is not exist or dup, taskId is <*>"
213,"delete url detection task, taskId is b6a2eaff-58e2-3daa-b3e7-d24fccdae701",E59,"delete url detection task, taskId is <*>"
214,"url delecttion Task is not exist or dup, taskId is b6a2eaff-58e2-3daa-b3e7-d24fccdae701",E224,"url delecttion Task is not exist or dup, taskId is <*>"
215,finished to do method of processForConsumerData,E363,finished to do method of processForConsumerData
216,ConsumeUrlDetectionSubTask: recordList size:1,E81,ConsumeUrlDetectionSubTask: recordList size:<*>
217,"url detection result, opsTaskId:00000000000000000000000000000, agentId:dialing_runtime, ip:",E425,"url detection result, opsTaskId:<*>, agentId:<*>, ip:<*>"
218,"url detection result, agentTaskId:00000000000000000000000000000, taskName:null, cloudService:service1, taskId:fbc21065-7f94-37fb-945c-6ab876369d32, type:HTTPS, url:https://127.0.0.1:8080/website/#/home, latencyTime:124.554, responseCode:200, packetLossRate:null, isTest:false",E305,"url detection result, agentTaskId:<*>, taskName:<*>, cloudService:<*>, taskId:<*>, type:<*>, url:<*>, latencyTime:<*>, responseCode:<*>, packetLossRate:<*>, isTest:<*>"
219,start to send dial data to Kafka for topic of 'Result',E434,start to send dial data to Kafka for topic of 'Result'
220,"delete url detection task, taskId is b6a2eaff-58e2-3daa-b3e7-d24fccdae701",E59,"delete url detection task, taskId is <*>"
221,the data size of sending is 457,E399,the data size of sending is <*>
222,finished to send dial data to Kafka for topic of 'Result',E170,finished to send dial data to Kafka for topic of '<*>'
223,"url delecttion Task is not exist or dup, taskId is b6a2eaff-58e2-3daa-b3e7-d24fccdae701",E224,"url delecttion Task is not exist or dup, taskId is <*>"
224,finished to consume recordList of kafka,E23,finished to consume recordList of kafka
225,"delete url detection task, taskId is b6a2eaff-58e2-3daa-b3e7-d24fccdae701",E59,"delete url detection task, taskId is <*>"
226,"url delecttion Task is not exist or dup, taskId is b6a2eaff-58e2-3daa-b3e7-d24fccdae701",E224,"url delecttion Task is not exist or dup, taskId is <*>"
227,"isRunTimeReported:false, ops taskId:5eaad87a3b404ae19cd79073c411dd6b",E145,"isRunTimeReported:<*>, ops taskId:<*>"
228,"url detection result, opsTaskId:5eaad87a3b404ae19cd79073c411dd6b, agentId:agentId1, ip:127.0.0.1",E425,"url detection result, opsTaskId:<*>, agentId:<*>, ip:<*>"
229,"isRunTimeReported:true, ops taskId:00000000000000000000000000000",E145,"isRunTimeReported:<*>, ops taskId:<*>"
230,send Mgmt dail result to kafka success.,E241,send Mgmt dail result to kafka success.
231,"delete url detection task, taskId is b6a2eaff-58e2-3daa-b3e7-d24fccdae701",E59,"delete url detection task, taskId is <*>"
232,"url delecttion Task is not exist or dup, taskId is b6a2eaff-58e2-3daa-b3e7-d24fccdae701",E224,"url delecttion Task is not exist or dup, taskId is <*>"
233,"x-trace-id:-99, x-request-id:website, x-reqfrom:ir",E123,"x-trace-id:<*>, x-request-id:<*>, x-reqfrom:<*>"
234,"ResponseEntity return httpCode is 404. requestEntity's type is GET. requestEntity's url is /path. requestEntity's header is 404, please check!",E143,ResponseEntity return httpCode is <*> requestEntity's type is <*> requestEntity's url is <*> requestEntity's header is <*> please check!
235,"x-trace-id:-99, x-request-id:website, retcode is 404",E424,"x-trace-id:<*>, x-request-id:<*>, retcode is <*>"
236,"x-trace-id:-99, x-request-id:website, internal server error, opname:getvisiblevdcs, error code:500, error message:getvisiblevdcs exception, traceid is -99, requestid is website",E176,"x-trace-id:<*>, x-request-id:<*>, internal server error, opname:<*>, error code:<*>, error message:getvisiblevdcs exception, traceid is <*> requestid is <*>"
237,ServiceException ServiceException: exception.id: 404;,E77,ServiceException ServiceException: exception.id: <*>;
238,no policy in redis with policyKey:policyKey,E402,no policy in redis with policyKey:<*>
239,"ResponseEntity return httpCode is 400. requestEntity's type is POST. requestEntity's url is /url234. requestEntity's header is 400, please check!",E143,ResponseEntity return httpCode is <*> requestEntity's type is <*> requestEntity's url is <*> requestEntity's header is <*> please check!
240,create user error! useName=testUser3799. var= exception.id: movdc-01207;,E423,create user error! useName=<*>. var= exception.id: <*>;
241,ServiceException ServiceException: exception.id: movdc-01207;,E77,ServiceException ServiceException: exception.id: <*>;
242,project is not exist: projectId = b27a0664ba434693a320b7a212c77df8,E350,project is not exist: projectId = <*>
243,"queryProjectDetail failed, exception.id=vdc, message=exception.id: vdc;",E307,"queryProjectDetail failed, exception.id=<*>, message=exception.id: <*>;"
244,user password is illegal or null!!Password must contain special characters,E417,user password is illegal or null!!Password must contain special characters
245,create user error! useName=testUser6103. var= exception.id: movdc-01207;,E423,create user error! useName=<*>. var= exception.id: <*>;
246,ServiceException ServiceException: exception.id: movdc-01207;,E77,ServiceException ServiceException: exception.id: <*>;
247,user password has char is illegal or null!!,E166,user password has char is illegal or null!!
248,create user error! useName=testUser32. var= exception.id: movdc-01207;,E423,create user error! useName=<*>. var= exception.id: <*>;
249,ServiceException ServiceException: exception.id: movdc-01207;,E77,ServiceException ServiceException: exception.id: <*>;
250,project is not exist: projectId = b27a0664ba434693a320b7a212c77df8,E350,project is not exist: projectId = <*>
251,create auth user request failed. userName = testUser1987,E34,create auth user request failed. userName = <*>
252,"queryProjectDetail failed, exception.id=vdc, message=exception.id: vdc;",E307,"queryProjectDetail failed, exception.id=<*>, message=exception.id: <*>;"
253,[createAuthUser] authUser error.,E106,[createAuthUser] authUser error.
254,ServiceException error. ServiceException: exception.id: SystemError; create plat authUser error.,E16,ServiceException error. ServiceException: exception.id: <*>; create plat authUser error.
255,ByUserId from db parameter:userId error = null.,E227,ByUserId from db parameter:<*> error = null.
256,"queryUserDetail failed, userId=userId, type=id, domainName=null, error=exception.id: vdc;",E263,"queryUserDetail failed, userId=<*>, type=id, domainName=null, error=exception.id: vdc;"
257,create user error! useName=useName. var= exception.id: vdc;,E423,create user error! useName=<*>. var= exception.id: <*>;
258,ServiceException ServiceException: exception.id: vdc;,E77,ServiceException ServiceException: exception.id: <*>;
259,project is not exist: projectId = b27a0664ba434693a320b7a212c77df8,E350,project is not exist: projectId = <*>
260,"queryProjectDetail failed, exception.id=vdc, message=exception.id: vdc;",E307,"queryProjectDetail failed, exception.id=<*>, message=exception.id: <*>;"
261,updatePasswordPolicy with authId = objId,E332,updatePasswordPolicy with authId = <*>
262,Update global PwdPolicy,E213,Update global PwdPolicy
263,updatePasswordPolicy success with authId = objId,E445,updatePasswordPolicy success with authId = <*>
264,User:preset_username_001 login auth enter!,E15,User:<*> login auth enter!
265,this user is notuser.,E283,this user is <*>.
266,"ConsumerExecutor receive big-data resource, dataSize=1",E174,"ConsumerExecutor receive big-data resource, dataSize=<*>"
267,"url detection error!agent taskId :taskId, retCode is empty",E381,"url detection error!agent taskId :<*>, retCode is empty"
268,"url detection error!agent taskId :taskId, retCode is empty",E381,"url detection error!agent taskId :<*>, retCode is empty"
269,project is not exist: projectId = b27a0664ba434693a320b7a212c77df8,E350,project is not exist: projectId = <*>
270,"queryProjectDetail failed, exception.id=vdc, message=exception.id: vdc;",E307,"queryProjectDetail failed, exception.id=<*>, message=exception.id: <*>;"
271,"Create user task status is finish, release lock.",E199,"Create user task status is finish, release lock."
272,modifyUserPassword start,E361,modifyUserPassword start
273,Clean user cached with key = 2289b9845e4942a4adc4e2e1351a2056_reset_pwd,E84,Clean user cached with key = <*>
274,project is not exist: projectId = b27a0664ba434693a320b7a212c77df8,E350,project is not exist: projectId = <*>
275,"queryProjectDetail failed, exception.id=vdc, message=exception.id: vdc;",E307,"queryProjectDetail failed, exception.id=<*>, message=exception.id: <*>;"
276,resetPassword request failed:user id = 511,E98,resetPassword request failed:user id = <*>
277,ServiceException ServiceException: exception.id: resetPassword exception;,E362,ServiceException ServiceException: exception.id: <*> exception;
278,project is not exist: projectId = bc947e88436b4d3081b0ec1c575b83f5,E350,project is not exist: projectId = <*>
279,"queryProjectDetail failed, exception.id=vdc, message=exception.id: vdc;",E307,"queryProjectDetail failed, exception.id=<*>, message=exception.id: <*>;"
280,MsgCallBack makeRequestParams item -> ir_getCallBack,E147,MsgCallBack makeRequestParams item -> <*>
281,ByUserId from db parameter:userId error = null.,E227,ByUserId from db parameter:<*> error = null.
282,"queryUserDetail failed, userId=userId, type=id, domainName=null, error=exception.id: vdc;",E263,"queryUserDetail failed, userId=<*>, type=id, domainName=null, error=exception.id: vdc;"
283,MsgCallBack makeRequestParams item -> ir_postCallBack,E147,MsgCallBack makeRequestParams item -> <*>
284,No cert with user:2289b9845e4942a4adc4e2e1351a2056!,E228,No cert with user:<*>!
285,project is not exist: projectId = b27a0664ba434693a320b7a212c77df8,E350,project is not exist: projectId = <*>
286,"queryProjectDetail failed, exception.id=vdc, message=exception.id: vdc;",E307,"queryProjectDetail failed, exception.id=<*>, message=exception.id: <*>;"
287,User id is not exists. userId = 2289b9845e4942a4adc4e2e1351a2056,E162,User id is not exists. userId = <*>
288,"queryUserPrivateInfo id error, userId = 2289b9845e4942a4adc4e2e1351a2056",E90,"queryUserPrivateInfo id error, userId = <*>"
289,ServiceException ServiceException: exception.id: vdc;,E77,ServiceException ServiceException: exception.id: <*>;
290,"ResponseEntity return httpCode is 400. requestEntity's type is POST. requestEntity's url is /e2e1351a2056. requestEntity's header is 400, please check!",E143,ResponseEntity return httpCode is <*> requestEntity's type is <*> requestEntity's url is <*> requestEntity's header is <*> please check!
291,"executeToGetResponse is not good response. response:{""exceptionId"":""apr"", ""exceptionType"":""EXCEPTION"", ""descArgs"":null, ""reasonArgs"":null, ""detailArgs"":null, ""adviceArgs"":null}, httpCode:400",E448,"executeToGetResponse is not good response. response:<*>, httpCode:<*>"
292,"MsgCallBack serviceId -> approval, exceptionId -> apr",E76,MsgCallBack serviceId -> <*> exceptionId -> <*>
293,"AccountId is empty, not open Cloud Federation !",E102,"AccountId is empty, not open Cloud Federation !"
294,[deleteUser]: ready to delete authUser Sce_Sc_User_Imp_001eCyppm,E20,[deleteUser]: ready to delete authUser <*>
295,[deleteUser]: delete authUser {} successfully.,E337,[deleteUser]: delete authUser <*> successfully.
